EmployeeID,JobID,PersonalID,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1394,9,89,2996,1439,54,15,8,6,4,1,3,No
1395,20,405,9998,1111,61,13,8,5,4,1,2,No
1396,1,406,4078,499,36,13,4,3,2,1,2,No
1397,26,407,10920,1485,71,21,13,6,4,0,5,No
1399,1,356,6232,1372,93,11,6,3,2,1,2,No
1401,72,408,13247,322,59,11,24,5,3,0,2,No
1402,33,409,4081,930,73,14,20,20,7,1,8,No
1403,1,307,5769,205,98,11,6,6,2,4,4,No
1405,9,11,2394,135,51,13,8,8,2,7,7,Yes
1407,9,25,3904,683,36,12,5,4,3,1,1,No
1408,80,72,16799,1147,31,14,21,20,7,0,9,No
1409,3,410,2950,258,54,13,12,5,4,0,4,No
1411,3,133,3629,1462,94,18,8,3,2,0,2,No
1412,6,36,9362,200,60,11,10,2,2,2,2,No
1415,3,302,3229,949,81,11,7,3,2,0,2,No
1417,3,95,3578,652,100,12,8,7,7,0,7,No
1419,70,351,7988,332,51,13,10,10,9,0,9,No
1420,22,312,4284,1475,97,20,20,4,3,1,3,Yes
1421,37,339,7553,337,84,12,9,8,7,7,7,Yes
1422,58,103,17328,971,54,19,29,20,7,12,7,No
1423,23,285,19701,1055,76,21,32,9,8,1,5,No
1424,58,263,14732,1136,81,13,31,7,7,0,0,No
1425,1,198,9278,1174,99,16,15,5,4,0,1,No
1427,48,232,1359,667,50,12,1,1,0,0,0,Yes
1428,1,178,4779,855,73,14,8,3,2,0,2,No
1430,58,411,16422,182,93,11,9,3,2,1,0,No
1431,4,146,2996,560,91,14,10,4,3,1,3,No
1433,9,411,1261,202,34,12,1,1,0,0,0,Yes
1434,3,412,2099,1377,91,14,6,5,0,1,4,No
1435,8,211,5810,172,37,16,10,10,4,1,8,No
1436,1,175,5647,329,98,13,11,3,2,0,2,No
1438,9,211,3420,465,74,12,17,6,5,1,2,No
1439,14,207,4400,383,68,12,6,3,2,2,2,Yes
1440,11,413,3500,1413,84,14,7,6,5,1,3,No
1441,9,414,2066,1255,90,22,5,3,2,1,0,No
1443,58,273,17169,359,82,19,26,20,17,5,6,No
1445,1,4,4162,1476,42,12,5,5,4,0,3,No
1446,1,6,9204,601,97,12,7,4,3,0,3,No
1447,3,359,3294,401,86,17,7,5,4,0,2,No
1448,9,415,2127,1283,90,12,7,4,2,0,3,No
1449,39,228,3975,663,81,11,11,8,7,0,7,No
1453,29,176,10793,326,31,18,13,13,7,9,9,No
1457,29,416,10096,377,52,11,28,7,7,4,3,Yes
1458,11,417,3646,592,54,23,11,1,0,0,0,Yes
1459,6,122,7446,1445,100,11,10,10,8,4,7,Yes
1460,17,158,10851,1038,95,18,24,7,7,0,7,No
1461,40,144,2109,1398,96,18,8,3,2,0,2,No
1464,5,355,3722,523,94,13,7,2,2,2,2,Yes
1465,10,418,9380,1448,55,18,10,3,1,1,2,No
1466,1,35,5486,1221,96,11,15,2,2,2,2,No
1467,40,111,2742,1107,52,15,2,2,2,2,2,Yes
1468,57,148,13757,218,55,11,16,9,8,4,8,No
1469,1,37,8463,866,84,18,6,5,4,1,3,No
1471,11,127,3162,981,90,14,7,5,2,0,3,No
1472,58,369,16598,447,39,12,35,9,8,8,8,No
1473,7,356,6651,1495,96,14,20,3,2,1,2,No
1474,9,228,2345,896,68,14,8,3,1,1,2,No
1475,9,138,3420,1467,49,13,6,5,2,1,3,No
1477,20,419,4373,430,54,14,5,4,3,0,3,No
1478,1,37,4759,1326,81,18,15,13,9,3,12,No
1479,1,82,5301,1358,96,15,4,2,1,2,2,No
1480,5,18,3673,748,74,13,12,12,9,5,8,No
1481,20,38,4768,383,79,12,11,1,0,0,0,No
1482,49,9,1274,990,64,13,1,1,0,0,0,No
1483,33,371,4900,405,93,24,13,12,9,2,8,No
1484,17,61,10466,1490,35,14,29,8,7,0,7,No
1485,81,26,17007,829,71,14,16,14,8,6,9,No
1486,48,420,2909,1496,92,15,5,3,2,1,2,Yes
1487,20,354,5765,115,51,11,7,5,3,0,0,Yes
1489,1,421,4599,790,40,23,16,15,9,10,10,Yes
1492,14,28,2404,660,76,13,1,1,0,0,0,No
1494,5,349,3172,381,89,11,4,0,0,0,0,Yes
1495,65,148,2033,830,78,13,1,1,0,0,0,No
1496,6,101,10209,1193,86,18,16,2,2,2,2,No
1497,1,174,8620,1246,77,14,10,10,7,0,4,No
1499,40,422,2064,330,46,21,6,5,3,1,3,No
1501,7,3,4035,1229,30,16,4,3,2,1,2,No
1502,3,5,3838,1099,82,11,8,5,4,0,2,No
1503,1,47,4591,571,78,17,11,5,4,1,2,No
1504,5,105,2561,289,38,11,8,0,0,0,0,Yes
1506,9,423,1563,1423,72,14,1,1,0,0,0,No
1507,20,95,4898,467,55,14,5,4,2,1,3,No
1509,8,379,4789,271,43,25,10,3,2,1,2,No
1513,5,148,3180,410,97,13,4,3,2,0,2,No
1514,28,340,6549,1083,96,14,8,8,6,1,7,No
1515,7,210,6388,516,69,17,14,0,0,0,0,No
1516,45,424,11244,495,64,25,10,5,2,0,0,No
1520,47,425,16032,1050,87,20,26,14,9,1,12,No
1522,9,426,2362,224,100,13,11,9,7,0,7,Yes
1523,58,396,16328,136,32,13,24,20,6,14,17,No
1525,10,120,8376,1089,32,18,9,2,0,2,2,No
1527,12,202,16606,228,51,12,23,13,12,5,1,No
1529,17,129,8606,1029,91,19,11,11,8,3,3,No
1533,8,179,2272,507,97,14,5,4,3,1,2,No
1534,3,427,2018,676,86,14,15,5,4,1,0,Yes
1535,29,11,7083,971,64,14,10,10,9,8,6,No
1537,4,385,4084,561,33,12,7,7,2,7,7,Yes
1539,81,389,14411,333,88,13,32,32,6,13,9,No
1541,14,428,2308,1440,55,25,12,11,10,5,7,No
1542,3,61,4841,1210,68,14,4,1,0,0,0,No
1543,33,176,4285,674,47,17,10,10,8,3,7,No
1544,7,72,9715,441,39,13,9,7,7,0,7,No
1545,28,144,4320,575,44,13,5,5,3,0,2,No
1546,9,199,2132,950,97,20,8,5,4,0,3,No
1547,37,337,10124,288,40,14,24,20,8,13,9,No
1548,1,429,5473,1342,47,12,9,8,4,7,1,No
1549,8,430,5207,589,79,12,15,15,14,5,7,No
1550,80,431,16437,898,38,21,21,21,7,7,7,No
1551,3,64,2296,350,57,14,2,1,1,0,0,No
1552,41,19,4069,1142,72,18,8,2,2,2,2,No
1553,17,368,7441,538,66,12,10,10,8,7,7,No
1554,14,432,2430,1402,98,23,6,5,3,4,2,No
1555,33,252,5878,824,67,12,12,7,1,2,5,No
1556,14,433,2644,1157,70,21,7,3,2,1,2,No
1557,1,174,6439,492,96,14,18,8,7,7,7,No
1558,9,364,2451,598,91,18,5,1,0,0,0,No
1560,1,244,6392,1242,46,13,8,2,2,2,2,No
1562,1,185,9714,740,64,11,10,10,8,6,7,Yes
1563,79,174,6077,888,71,11,10,6,3,1,2,No
1564,3,178,2450,992,68,19,3,3,0,1,2,No
1568,29,61,9250,1288,33,12,9,4,2,1,3,No
1569,3,301,2074,104,69,12,1,1,0,0,0,Yes
1572,10,271,10169,607,78,16,34,33,7,1,9,Yes
1573,28,122,4855,903,81,11,7,5,2,1,4,Yes
1574,35,118,4087,1200,62,14,9,6,5,1,2,No
1576,9,240,2367,1108,65,12,10,8,2,7,6,No
1577,9,434,2972,479,35,13,1,1,0,0,0,No
1578,18,243,19586,685,60,21,36,36,6,2,13,No
1580,33,204,5484,1351,45,17,9,2,2,2,1,No
1581,9,96,2061,474,89,21,1,1,0,0,0,No
1582,1,24,9924,1245,80,11,10,9,8,7,7,No
1583,1,382,4198,437,90,12,8,3,2,1,2,No
1585,1,69,6815,884,73,13,15,1,0,0,0,No
1586,3,305,4723,1370,87,18,10,10,9,1,5,No
1587,7,32,6142,670,51,16,10,5,2,0,4,No
1588,29,28,8237,1462,38,11,11,7,6,7,6,No
1590,59,435,8853,995,87,19,6,6,4,1,3,No
1591,18,107,19331,264,59,16,27,1,0,0,0,No
1592,9,39,2073,977,45,16,4,2,2,2,2,No
1594,22,301,5562,1302,80,13,9,3,2,0,2,No
1595,16,199,19613,1059,93,22,24,1,0,0,1,No
1596,8,169,3407,750,46,17,10,10,9,6,8,No
1597,59,436,5063,653,92,14,8,8,2,7,7,No
1598,1,146,4639,118,84,15,5,5,4,1,2,No
1599,3,148,4876,990,87,12,8,6,4,0,2,No
1601,3,437,2690,1349,63,18,1,1,0,0,1,No
1602,12,427,17567,563,56,15,27,26,0,0,12,No
1604,3,334,2408,329,51,17,1,1,1,0,0,Yes
1605,49,101,2814,457,85,14,4,4,2,1,3,No
1606,36,106,11245,1234,41,15,32,30,8,12,13,No
1607,9,117,3312,634,35,17,6,3,2,0,2,No
1608,23,313,19049,1313,31,14,23,22,7,1,10,No
1609,9,190,2141,241,48,12,6,6,4,1,1,No
1611,8,223,5769,1015,50,14,10,10,7,1,4,No
1612,24,207,4385,336,52,15,10,10,7,4,5,No
1613,20,37,5332,715,54,13,10,5,2,0,3,No
1614,28,14,4663,559,76,12,7,3,2,1,1,No
1615,31,74,4724,426,42,13,9,9,7,7,2,No
1617,3,240,3211,722,84,14,10,9,6,1,4,No
1618,28,185,5377,1387,76,13,10,7,7,7,7,No
1619,3,419,4066,1302,67,11,7,7,7,0,7,No
1621,33,185,5208,819,48,11,16,16,15,1,10,No
1622,28,438,4877,580,39,21,6,5,3,0,0,No
1623,9,36,3117,546,97,18,3,2,2,2,2,No
1624,48,256,1569,544,70,12,0,0,0,0,0,Yes
1625,71,217,19658,1176,98,11,27,5,2,1,0,No
1627,8,127,3069,170,76,15,11,10,8,0,7,No
1628,10,111,10435,884,80,13,18,18,15,14,12,No
1630,41,127,4148,208,52,12,15,14,11,2,9,No
1631,28,364,5768,671,85,17,9,4,3,0,2,No
1633,31,423,5042,711,81,13,10,9,2,3,8,No
1635,28,33,5770,1329,59,19,10,10,7,3,9,No
1638,10,156,7756,397,54,19,10,5,4,0,2,No
1639,29,146,10306,737,55,17,15,13,12,6,0,Yes
1640,9,439,3936,1470,71,11,8,8,4,7,7,No
1641,10,375,7945,448,84,15,18,4,2,3,3,No
1642,79,51,5743,602,37,11,14,10,7,0,2,No
1644,47,440,15202,365,89,25,23,2,2,2,2,No
1645,1,212,5440,763,59,14,7,2,2,2,2,Yes
1646,4,51,3760,567,32,13,6,6,3,1,3,No
1647,9,69,3517,486,86,17,5,3,2,0,2,No
1648,4,6,2580,591,87,13,6,4,2,1,2,No
1649,3,441,2166,1329,73,14,10,4,2,0,3,Yes
1650,1,174,5869,469,42,11,8,5,2,1,4,No
1651,17,15,8008,711,42,12,9,3,2,0,2,No
1653,31,217,5206,772,77,17,7,7,7,0,7,No
1654,28,283,5295,492,66,21,7,5,4,1,0,No
1655,58,183,16413,301,72,16,27,4,2,1,2,No
1656,15,146,13269,813,50,15,19,14,11,1,11,No
1657,14,149,2783,1141,31,19,2,2,2,2,2,No
1658,33,148,5433,1130,66,12,11,11,8,7,9,No
1659,3,10,2013,311,77,11,15,4,3,1,3,No
1661,50,14,13966,465,41,19,30,15,11,2,12,No
1662,13,217,4374,894,33,15,4,3,2,1,2,No
1664,7,442,6842,1040,79,20,13,5,4,0,4,No
1665,30,42,17426,584,91,25,36,10,8,4,7,No
1666,58,135,17603,1291,65,24,14,14,10,6,11,No
1667,20,443,4581,880,36,24,13,11,9,6,7,Yes
1668,2,116,4735,1189,90,15,19,13,11,2,9,No
1669,1,444,4187,991,43,13,10,10,0,0,9,No
1670,1,90,5505,392,93,14,6,6,2,0,4,No
1671,33,138,5470,977,45,13,10,9,5,1,6,No
1673,1,176,5476,1112,67,11,10,10,0,0,2,No
1674,3,300,2587,464,74,16,17,2,2,2,2,No
1675,5,358,2440,148,42,22,4,4,3,3,3,No
1676,12,59,15972,1225,47,14,29,3,2,1,2,No
1677,30,149,15379,809,36,14,23,8,7,0,0,No
1678,29,11,7082,1206,80,16,21,2,0,0,2,No
1591,18,107,19331,264,59,16,27,1,0,0,0,No
1203,4,186,2853,1256,48,11,1,0,0,0,0,Yes
1596,8,169,3407,750,46,17,10,10,9,6,8,No
1549,8,430,5207,589,79,12,15,15,14,5,7,No
1473,7,356,6651,1495,96,14,20,3,2,1,2,No
160,24,99,6146,750,95,13,8,7,7,0,7,No
625,12,234,16595,1276,91,16,22,18,16,11,8,No
448,22,214,5257,559,82,11,9,9,7,0,0,No
116,3,73,2075,432,96,23,10,4,2,0,3,No
1587,7,32,6142,670,51,16,10,5,2,0,4,No
1219,3,381,2210,984,97,13,1,1,0,0,0,Yes
171,4,41,4739,957,72,12,18,3,2,1,2,No
1068,4,86,2007,921,66,13,5,5,3,1,3,No
463,1,218,8268,144,39,14,7,7,7,1,7,No
1117,24,41,5593,1050,65,13,15,15,10,4,12,No
514,4,143,2285,464,40,23,3,1,0,0,0,Yes
1336,16,39,19187,282,58,14,23,19,9,9,11,No
381,45,190,11996,1315,71,18,10,7,7,6,2,No
1665,30,42,17426,584,91,25,36,10,8,4,7,No
616,41,262,6811,509,62,17,10,8,7,0,7,No
27,14,20,3407,1218,82,23,10,5,3,0,3,Yes
346,9,74,2340,665,60,19,6,6,5,1,5,No
1036,1,167,6861,1035,42,12,19,1,0,0,0,No
1198,3,378,3033,805,87,12,2,2,2,1,2,No
639,9,239,2725,691,89,11,6,6,5,1,4,No
1533,8,179,2272,507,97,14,5,4,3,1,2,No
698,70,279,10725,397,88,15,16,9,7,7,1,No
976,30,320,17099,1053,70,15,26,9,8,7,8,No
1372,38,377,13695,267,85,17,24,19,7,3,8,Yes
258,50,148,13734,313,98,18,21,7,7,1,0,No
1340,49,58,3544,458,74,16,6,4,2,0,0,No
957,3,165,4721,263,59,13,20,18,13,2,17,No
1340,49,58,3544,458,74,16,6,4,2,0,0,No
780,9,68,2686,527,63,13,10,10,9,7,8,Yes
1160,5,245,2610,874,72,12,2,2,2,2,2,Yes
1625,71,217,19658,1176,98,11,27,5,2,1,0,No
897,38,18,11836,868,73,14,28,2,0,2,2,No
26,13,12,4011,673,96,18,5,4,2,1,3,No
1172,3,147,2258,982,58,12,10,8,0,1,7,No
227,9,133,2451,465,56,12,13,9,8,1,8,No
516,1,148,5715,759,46,12,8,5,4,1,3,No
830,28,174,6162,859,98,12,14,14,13,6,8,No
430,5,74,2455,185,33,19,9,8,7,1,7,No
18,3,13,2661,1346,93,11,3,2,2,1,2,No
333,24,74,4465,976,100,18,4,3,2,2,2,No
1077,48,85,2323,769,54,14,2,2,2,0,2,Yes
783,19,69,6632,954,46,13,9,8,7,3,1,No
1254,1,21,5171,326,48,17,13,6,1,0,5,No
120,1,76,5441,632,71,22,11,10,7,1,0,No
1336,16,39,19187,282,58,14,23,19,9,9,11,No
691,33,63,6646,1017,82,13,17,17,11,11,8,No
1076,29,36,10798,415,79,13,18,1,0,0,0,No
45,9,30,2293,813,61,16,6,2,0,2,0,Yes
283,29,159,7639,121,35,22,10,10,4,1,9,Yes
1558,9,364,2451,598,91,18,5,1,0,0,0,No
1445,1,4,4162,1476,42,12,5,5,4,0,3,No
1439,14,207,4400,383,68,12,6,3,2,2,2,Yes
784,9,111,3505,310,79,18,2,2,2,0,2,No
1595,16,199,19613,1059,93,22,24,1,0,0,1,No
982,29,168,7264,231,62,11,10,8,4,7,7,No
532,60,240,13212,906,86,11,36,7,7,7,7,No
1014,17,47,10388,583,57,11,16,16,10,10,1,No
218,49,129,2024,691,57,18,6,2,2,2,2,No
275,13,155,6804,1002,92,15,7,7,7,1,7,No
1402,33,409,4081,930,73,14,20,20,7,1,8,No
373,3,90,3210,1403,47,11,16,15,13,10,11,No
1131,9,322,2070,984,70,11,2,2,2,2,2,No
612,58,86,16184,922,95,19,10,6,1,0,5,No
1433,9,411,1261,202,34,12,1,1,0,0,0,Yes
404,60,202,13525,555,77,14,23,20,4,4,8,No
1003,1,19,4163,955,83,17,9,9,0,0,7,No
455,3,13,3983,738,30,17,4,3,2,2,2,No
1231,76,292,6272,179,79,16,10,4,3,0,3,No
1520,47,425,16032,1050,87,20,26,14,9,1,12,No
1100,29,362,9582,1204,86,22,9,8,7,4,7,Yes
299,20,105,6696,334,52,15,9,6,3,0,1,Yes
1055,14,89,2220,1333,87,19,1,1,1,0,0,No
254,23,24,18722,692,61,11,36,24,15,2,15,No
505,30,205,16659,1311,97,13,30,5,4,1,2,No
664,30,272,15402,1236,40,11,21,3,2,0,2,No
1499,40,422,2064,330,46,21,6,5,3,1,3,No
1659,3,10,2013,311,77,11,15,4,3,1,3,No
19,3,14,2028,103,50,14,6,4,2,0,3,Yes
83,17,58,10096,1223,59,13,17,17,14,12,8,No
712,1,120,8120,817,56,12,12,2,2,2,2,No
1623,9,36,3117,546,97,18,3,2,2,2,2,No
899,10,252,10903,672,78,16,16,13,10,4,8,No
1539,81,389,14411,333,88,13,32,32,6,13,9,No
1639,29,146,10306,737,55,17,15,13,12,6,0,Yes
820,30,50,16752,202,33,11,26,26,14,3,0,No
521,8,235,3448,555,78,22,20,1,0,0,0,No
560,9,247,2886,1349,90,22,3,3,2,0,2,No
394,3,198,2373,1449,45,13,5,3,2,0,2,Yes
502,24,230,5304,1362,67,13,9,5,2,0,4,Yes
316,3,114,3212,1323,89,15,6,2,2,2,2,No
1434,3,412,2099,1377,91,14,6,5,0,1,4,No
53,3,36,1951,464,75,12,1,1,0,0,0,No
1481,20,38,4768,383,79,12,11,1,0,0,0,No
177,40,108,2942,1355,61,23,8,8,7,5,7,No
274,31,72,4298,472,60,19,6,2,2,2,0,No
1081,9,363,2461,1323,34,12,18,10,0,2,7,Yes
1296,5,85,3867,193,52,12,2,2,2,2,2,No
1486,48,420,2909,1496,92,15,5,3,2,1,2,Yes
1509,8,379,4789,271,43,25,10,3,2,1,2,No
682,1,276,8381,238,34,20,18,14,7,8,10,No
543,10,4,7969,319,39,14,28,5,4,0,4,No
1116,51,227,16885,1262,35,22,27,5,4,2,1,No
131,38,82,13872,682,37,13,38,37,10,1,8,No
952,14,334,2413,867,36,18,1,1,0,0,0,Yes
1010,3,348,3743,622,39,24,5,4,2,0,2,Yes
1349,20,95,4103,1018,66,17,10,9,3,1,7,No
846,1,311,4779,760,81,20,8,8,7,7,5,No
893,14,120,2899,395,98,19,3,2,2,1,2,No
1448,9,415,2127,1283,90,12,7,4,2,0,3,No
682,1,276,8381,238,34,20,18,14,7,8,10,No
1061,23,56,19237,1464,62,11,29,8,1,7,7,No
527,1,239,4487,891,99,11,5,5,4,1,3,No
1218,1,200,8966,1361,94,15,15,7,7,1,7,No
1103,59,211,7756,618,45,17,7,6,2,0,4,No
522,23,236,19406,821,86,11,24,4,2,1,2,No
284,9,160,2328,1136,60,16,4,4,2,2,2,No
1466,1,35,5486,1221,96,11,15,2,2,2,2,No
1246,9,25,2011,1117,72,13,10,10,5,7,7,No
1207,40,41,3600,147,99,13,5,5,4,1,4,No
1030,3,220,2380,804,64,18,8,1,0,0,0,No
781,1,295,6180,883,32,23,6,6,5,1,4,No
1438,9,211,3420,465,74,12,17,6,5,1,2,No
126,15,79,13549,1217,60,12,16,4,3,0,3,No
653,1,269,5460,525,66,22,13,7,7,5,7,No
316,3,114,3212,1323,89,15,6,2,2,2,2,No
1037,24,185,4969,265,79,18,7,2,2,2,2,Yes
1676,12,59,15972,1225,47,14,29,3,2,1,2,No
741,9,198,2216,654,67,13,10,7,7,3,7,Yes
1492,14,28,2404,660,76,13,1,1,0,0,0,No
717,17,258,8621,1442,46,14,9,8,7,7,7,No
1664,7,442,6842,1040,79,20,13,5,4,0,4,No
1568,29,61,9250,1288,33,12,9,4,2,1,3,No
802,9,300,2782,571,82,13,6,5,3,4,3,No
950,15,178,13582,1333,80,13,15,15,12,5,11,No
769,8,45,2450,346,86,17,19,2,2,2,2,No
1427,48,232,1359,667,50,12,1,1,0,0,0,Yes
896,14,106,2800,341,48,19,5,3,2,0,2,Yes
1105,1,19,6694,309,88,14,8,1,0,0,0,No
1481,20,38,4768,383,79,12,11,1,0,0,0,No
258,50,148,13734,313,98,18,21,7,7,1,0,No
875,4,70,2515,1271,35,14,8,2,1,2,2,No
867,72,243,13826,890,81,22,31,9,8,0,0,No
1368,11,29,1611,1124,97,15,0,0,0,0,0,No
991,49,344,2321,335,46,22,4,3,2,1,2,Yes
900,48,271,2973,1231,54,15,10,5,4,0,0,No
433,33,208,4941,723,85,15,11,8,2,7,7,Yes
952,14,334,2413,867,36,18,1,1,0,0,0,Yes
923,9,71,2693,1427,65,19,1,1,0,0,0,Yes
1604,3,334,2408,329,51,17,1,1,1,0,0,Yes
591,5,41,2093,1474,97,17,8,2,2,2,0,No
781,1,295,6180,883,32,23,6,6,5,1,4,No
1604,3,334,2408,329,51,17,1,1,1,0,0,Yes
1329,24,122,6151,256,40,13,19,19,2,11,9,No
1558,9,364,2451,598,91,18,5,1,0,0,0,No
975,1,58,4601,1219,86,16,5,5,2,1,0,No
148,44,19,17328,142,30,12,23,5,3,4,4,No
2,2,2,5130,279,61,23,10,10,7,1,7,No
889,20,120,6524,379,48,14,10,10,8,5,3,No
303,1,37,5940,1147,52,14,16,6,2,0,5,No
1195,9,377,4477,1457,83,19,7,3,2,0,2,No
513,29,232,7596,164,61,13,10,10,9,9,0,No
1624,48,256,1569,544,70,12,0,0,0,0,0,Yes
1520,47,425,16032,1050,87,20,26,14,9,1,12,No
1014,17,47,10388,583,57,11,16,16,10,10,1,No
338,9,177,2911,832,63,13,2,2,2,0,2,No
1164,40,372,4323,528,100,17,6,5,4,1,4,No
277,4,156,3815,878,43,17,5,5,3,2,0,No
161,9,100,4963,441,72,18,7,5,4,4,3,Yes
531,63,106,19197,1218,52,14,21,21,8,1,6,No
1061,23,56,19237,1464,62,11,29,8,1,7,7,No
401,1,85,5828,950,48,12,8,8,7,7,4,Yes
385,23,193,19144,797,96,14,28,10,4,1,6,No
1238,9,220,2781,117,60,13,15,14,10,4,10,No
270,13,58,5265,926,36,16,11,5,3,0,2,No
1380,20,270,4614,662,67,18,5,4,2,3,2,Yes
1040,24,28,6347,145,95,12,19,18,7,0,13,No
194,9,38,2632,438,75,14,5,5,4,0,4,No
842,1,177,5160,436,37,16,12,9,7,7,3,Yes
1617,3,240,3211,722,84,14,10,9,6,1,4,No
253,16,147,19033,989,46,14,21,20,8,9,9,No
622,3,131,2340,471,66,18,1,1,0,0,0,Yes
916,1,220,4908,821,98,14,4,4,2,0,2,No
1055,14,89,2220,1333,87,19,1,1,1,0,0,No
1334,51,132,17861,495,37,13,21,20,8,2,10,No
533,1,232,6577,1082,83,11,6,5,4,4,4,No
198,3,117,2720,1427,35,13,6,5,3,1,2,No
1649,3,441,2166,1329,73,14,10,4,2,0,3,Yes
1207,40,41,3600,147,99,13,5,5,4,1,4,No
659,7,271,4089,622,81,13,10,10,2,2,2,No
1295,17,25,7978,621,73,11,10,10,7,0,5,Yes
758,3,289,2500,650,37,14,5,4,3,0,2,No
455,3,13,3983,738,30,17,4,3,2,2,2,No
1219,3,381,2210,984,97,13,1,1,0,0,0,Yes
888,11,318,3162,1269,46,17,6,5,2,3,4,No
635,28,190,6447,446,65,12,8,6,5,4,3,No
202,2,121,5605,1395,54,11,20,20,7,2,13,No
362,8,37,2176,128,84,13,9,6,2,0,4,No
194,9,38,2632,438,75,14,5,5,4,0,4,No
465,9,177,2904,1309,83,12,4,4,2,0,2,No
861,4,204,3761,1012,75,12,10,5,4,0,3,No
1433,9,411,1261,202,34,12,1,1,0,0,0,Yes
1234,5,333,2743,116,77,20,2,2,2,2,2,No
2,2,2,5130,279,61,23,10,10,7,1,7,No
1252,7,64,6812,1062,96,19,10,10,9,1,8,No
347,33,165,6545,916,82,13,10,3,2,0,2,No
606,1,258,4805,561,61,19,9,8,7,3,7,No
1494,5,349,3172,381,89,11,4,0,0,0,0,Yes
1664,7,442,6842,1040,79,20,13,5,4,0,4,No
1430,58,411,16422,182,93,11,9,3,2,1,0,No
12,6,8,9526,216,44,21,10,9,7,1,8,No
1586,3,305,4723,1370,87,18,10,10,9,1,5,No
1131,9,322,2070,984,70,11,2,2,2,2,2,No
286,5,161,2153,635,73,13,8,8,1,1,7,No
1625,71,217,19658,1176,98,11,27,5,2,1,0,No
534,29,15,8392,645,49,16,10,10,7,0,7,No
204,29,122,7295,662,94,13,10,10,8,0,6,No
70,26,49,9884,1097,79,13,10,4,0,2,3,No
1612,24,207,4385,336,52,15,10,10,7,4,5,No
867,72,243,13826,890,81,22,31,9,8,0,0,No
812,11,94,2694,1092,60,11,1,1,0,0,0,No
138,33,86,4809,665,41,14,16,16,13,2,10,No
347,33,165,6545,916,82,13,10,3,2,0,2,No
1602,12,427,17567,563,56,15,27,26,0,0,12,No
692,59,278,7725,1296,30,23,15,13,11,4,7,No
131,38,82,13872,682,37,13,38,37,10,1,8,No
205,19,123,2306,1436,34,20,13,7,7,4,5,No
1277,18,390,18824,1449,94,16,26,24,10,1,11,Yes
1228,28,6,7379,150,60,11,12,6,3,1,4,No
455,3,13,3983,738,30,17,4,3,2,2,2,No
1138,38,203,13120,174,56,17,22,9,8,2,3,No
1667,20,443,4581,880,36,24,13,11,9,6,7,Yes
1338,71,252,19717,206,99,14,36,7,3,7,7,No
217,9,128,2323,1256,80,24,2,2,2,2,2,No
1111,5,368,2596,1009,45,15,1,1,0,0,0,Yes
527,1,239,4487,891,99,11,5,5,4,1,3,No
1131,9,322,2070,984,70,11,2,2,2,2,2,No
1631,28,364,5768,671,85,17,9,4,3,0,2,No
531,63,106,19197,1218,52,14,21,21,8,1,6,No
887,9,64,3580,1418,36,16,7,4,2,0,2,No
1486,48,420,2909,1496,92,15,5,3,2,1,2,Yes
958,3,163,2519,938,79,21,16,11,8,3,9,No
616,41,262,6811,509,62,17,10,8,7,0,7,No
1334,51,132,17861,495,37,13,21,20,8,2,10,No
631,24,39,4707,1474,60,12,6,4,2,1,2,Yes
1474,9,228,2345,896,68,14,8,3,1,1,2,No
1038,18,25,19845,266,57,15,33,32,14,6,9,Yes
49,14,33,2014,890,97,13,2,2,2,2,2,No
315,9,50,2389,896,86,13,4,4,3,0,1,Yes
780,9,68,2686,527,63,13,10,10,9,7,8,Yes
585,14,252,2983,413,57,14,4,3,2,1,2,No
33,4,23,3919,1125,72,22,10,10,2,6,7,Yes
309,9,74,2177,142,70,17,7,1,0,0,0,No
1107,3,98,2377,1330,37,20,1,1,1,0,0,Yes
389,8,70,5415,147,37,19,12,10,7,0,8,No
1231,76,292,6272,179,79,16,10,4,3,0,3,No
1346,33,36,4661,523,98,13,9,9,8,8,8,No
606,1,258,4805,561,61,19,9,8,7,3,7,No
1436,1,175,5647,329,98,13,11,3,2,0,2,No
1131,9,322,2070,984,70,11,2,2,2,2,2,No
913,9,305,2559,661,61,13,8,8,7,7,1,No
749,14,174,2642,1396,99,11,1,1,0,0,0,No
1513,5,148,3180,410,97,13,4,3,2,0,2,No
21,9,16,3298,334,80,12,7,6,2,0,5,No
1677,30,149,15379,809,36,14,23,8,7,0,0,No
214,9,125,3346,1145,75,20,9,1,0,0,0,No
643,3,266,2127,823,94,21,1,1,0,0,0,No
1506,9,423,1563,1423,72,14,1,1,0,0,0,No
707,1,283,4851,810,57,22,4,3,2,1,2,No
131,38,82,13872,682,37,13,38,37,10,1,8,No
1494,5,349,3172,381,89,11,4,0,0,0,0,Yes
385,23,193,19144,797,96,14,28,10,4,1,6,No
669,14,174,3447,1343,49,11,3,3,2,1,2,No
411,14,28,1200,812,69,12,0,0,0,0,0,No
246,9,143,3929,140,95,23,7,4,2,0,2,No
838,4,36,2553,702,100,16,6,5,2,1,3,No
1586,3,305,4723,1370,87,18,10,10,9,1,5,No
976,30,320,17099,1053,70,15,26,9,8,7,8,No
